TRIP_ID,area_1,area_2,area_3,area_4,area_5,area_6,area_7,area_8,area_9,area_10,area_11,area_12,area_13,area_14,area_15,MMSI,VESSEL_TYPE
2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,203048100,Pleasure Craft
3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,1980,205741010,Pleasure Craft
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69120,NA,69120,205864510,Pleasure Craft
7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24120,NA,24120,205864510,Pleasure Craft
8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58680,NA,58680,205864510,Pleasure Craft
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,NA,15120,205864510,Pleasure Craft
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,NA,12600,205864510,Pleasure Craft
12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47220,NA,48780,205864510,Pleasure Craft
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55740,NA,58080,205864510,Pleasure Craft
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173400,NA,176400,205864510,Pleasure Craft
17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,NA,16560,205864510,Pleasure Craft
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17640,NA,17640,205864510,Pleasure Craft
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60480,NA,60480,205864510,Pleasure Craft
21,NA,19080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22680,207137000,General Cargo
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13140,NA,14220,207337000,Pleasure Craft
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97260,209098000,Container Ship
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107760,209098000,Container Ship
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40860,209283000,Container Ship
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80700,209283000,Container Ship
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45360,209283000,Container Ship
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55140,209283000,Container Ship
29,NA,NA,NA,NA,NA,NA,NA,12840,NA,NA,NA,NA,NA,NA,18060,209366000,General Cargo
31,NA,NA,49500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51420,209857000,Container Ship
32,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880,209857000,Container Ship
33,NA,NA,36600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38160,209857000,Container Ship
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,16440,210047000,General Cargo
36,NA,NA,36960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38220,210585000,Container Ship
37,NA,NA,26580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27720,210585000,Container Ship
39,NA,NA,58140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61260,210585000,Container Ship
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27840,210757000,Container Ship
42,NA,NA,NA,23280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25800,210757000,Container Ship
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,210831000,Bulk Carrier
44,NA,NA,60120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61800,210903000,Container Ship
45,NA,NA,71280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72840,210903000,Container Ship
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87300,211215500,Fishery Research Vessel
48,NA,NA,34500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36420,211217360,Container Ship
49,NA,NA,27240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100,211217360,Container Ship
50,NA,NA,27e3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28680,211217360,Container Ship
51,NA,NA,25380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27240,211217360,Container Ship
52,NA,NA,27240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29400,211217360,Container Ship
53,NA,NA,96480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98940,211382280,Container Ship
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632220,NA,632220,211513610,Pleasure Craft
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817940,NA,1817940,211513610,Pleasure Craft
56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18300,NA,18300,211513610,Pleasure Craft
57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77940,NA,77940,211513610,Pleasure Craft
58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17460,NA,17460,211513610,Pleasure Craft
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,2760,211609680,Pleasure Craft
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6840,NA,9900,211609680,Pleasure Craft
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,2880,211609680,Pleasure Craft
64,NA,NA,NA,NA,NA,NA,NA,NA,6660,NA,NA,NA,NA,NA,19140,212136000,General Cargo
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36e3,212477000,Container Ship
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13920,212477000,Container Ship
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33e3,NA,NA,NA,37200,212634000,General Cargo
69,NA,NA,20460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23400,212740000,Container Ship
70,NA,NA,18120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20280,212740000,Container Ship
71,NA,NA,25680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27960,212740000,Container Ship
72,NA,NA,16260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19320,212740000,Container Ship
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91440,212772000,Cargo/Containership
74,NA,NA,11400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13380,212777000,Container Ship
75,NA,NA,81480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83220,212777000,Container Ship
76,NA,NA,69420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72480,212777000,Container Ship
77,NA,NA,64020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65940,212903000,Container Ship
78,NA,NA,55620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58080,212903000,Container Ship
79,NA,NA,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260,212903000,Container Ship
80,NA,NA,38040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,212903000,Container Ship
81,NA,NA,25140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27e3,212903000,Container Ship
82,NA,NA,41820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43200,212903000,Container Ship
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63420,215107000,Tanker
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80820,215107000,Tanker
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82980,215107000,Tanker
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34260,215143000,Bulk Carrier
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38280,215228000,Bulk Carrier
89,NA,38940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42300,215825000,Tanker
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24900,NA,NA,NA,28740,219148000,Tanker
91,NA,24360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27600,219473000,Tanker
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130380,220502000,Tanker
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21240,NA,NA,NA,81300,220540000,General Cargo
95,NA,NA,NA,NA,NA,NA,NA,35280,NA,NA,NA,NA,NA,NA,39780,220637000,Tanker
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9480,NA,NA,27660,224016190,Port Tender
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7800,NA,NA,15480,224016190,Port Tender
98,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,10380,NA,NA,37800,224016190,Port Tender
99,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,29340,NA,NA,67920,224016190,Port Tender
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,5940,224016190,Port Tender
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5640,224016190,Port Tender
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5580,224016190,Port Tender
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,224016190,Port Tender
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,224016190,Port Tender
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57900,224016190,Port Tender
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136800,224016190,Port Tender
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,14940,224016190,Port Tender
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,4740,224016190,Port Tender
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28920,NA,NA,41340,224016190,Port Tender
111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,NA,NA,7200,224016190,Port Tender
112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51120,NA,NA,60720,224016190,Port Tender
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11520,NA,NA,13860,224016190,Port Tender
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,7680,224016190,Port Tender
115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,224016190,Port Tender
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,14220,224016190,Port Tender
118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,NA,NA,8760,224016190,Port Tender
119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,4560,224016190,Port Tender
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73200,NA,NA,78300,224016190,Port Tender
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12360,NA,NA,15180,224016190,Port Tender
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52380,NA,NA,52380,224016190,Port Tender
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640,NA,NA,3900,224016190,Port Tender
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,2940,224016190,Port Tender
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,NA,19200,224016190,Port Tender
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,NA,NA,18540,224016190,Port Tender
129,NA,NA,120,NA,NA,NA,NA,NA,NA,1500,NA,27780,NA,NA,45840,224016190,Port Tender
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26460,NA,NA,34500,224016190,Port Tender
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3120,NA,NA,13140,224016190,Port Tender
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,6960,224016190,Port Tender
134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680,224016190,Port Tender
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,4380,224016190,Port Tender
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,224016190,Port Tender
137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,9e3,224016190,Port Tender
138,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,3240,NA,NA,12780,224016190,Port Tender
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,4440,224016190,Port Tender
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7980,NA,NA,9060,224016190,Port Tender
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41220,NA,NA,61440,224016190,Port Tender
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,224016190,Port Tender
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,2400,224016190,Port Tender
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14160,224016440,Motor Hopper
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760,224016440,Motor Hopper
147,NA,NA,NA,118680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123300,224020910,Tug
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,960,224024810,Tug
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,224024810,Tug
150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,224024810,Tug
153,NA,NA,NA,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,224029000,Vehicles Carrier
154,NA,NA,NA,24240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26340,224029000,Vehicles Carrier
155,NA,NA,NA,20520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23520,224029000,Vehicles Carrier
156,NA,NA,NA,17460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100,224029000,Vehicles Carrier
157,NA,NA,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21780,224029000,Vehicles Carrier
158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,660,224049950,SAR
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33180,NA,33360,224049950,SAR
160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31860,NA,31860,224049950,SAR
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31860,NA,31860,224049950,SAR
162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,840,224049950,SAR
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880,224049950,SAR
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,NA,28500,224049950,SAR
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30420,NA,30420,224049950,SAR
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,NA,3e3,224049950,SAR
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20700,NA,20880,224049950,SAR
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,33300,224049950,SAR
169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28260,NA,29340,224049950,SAR
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30600,NA,30600,224049950,SAR
171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,NA,21600,224049950,SAR
172,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,21240,NA,24480,224049950,SAR
173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22860,NA,22860,224049950,SAR
174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23220,NA,23220,224049950,SAR
176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38340,NA,38340,224049950,SAR
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43260,NA,44280,224049950,SAR
178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160,NA,20160,224049950,SAR
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20520,NA,20520,224049950,SAR
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20340,NA,20340,224049950,SAR
181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420,224049950,SAR
182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,480,224049950,SAR
184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21960,NA,21960,224049950,SAR
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30240,30240,224050350,Pleasure Craft
186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13680,13680,224050350,Pleasure Craft
187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26640,26640,224050350,Pleasure Craft
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30240,30240,224050350,Pleasure Craft
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,38880,224050350,Pleasure Craft
192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26220,26220,224050350,Pleasure Craft
193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90360,90360,224050350,Pleasure Craft
194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36360,36360,224050350,Pleasure Craft
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29520,29520,224050350,Pleasure Craft
197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63720,63720,224050350,Pleasure Craft
198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,13500,224050350,Pleasure Craft
199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18e3,18e3,224050350,Pleasure Craft
200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47520,47520,224050350,Pleasure Craft
201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33120,33120,224050350,Pleasure Craft
202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23040,23040,224050350,Pleasure Craft
203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88500,88500,224050350,Pleasure Craft
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27660,27660,224050350,Pleasure Craft
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38820,38820,224050350,Pleasure Craft
207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123120,123120,224050350,Pleasure Craft
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75600,75600,224050350,Pleasure Craft
211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165540,165540,224050350,Pleasure Craft
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,14400,224050350,Pleasure Craft
213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42840,42840,224050350,Pleasure Craft
214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92880,92880,224050350,Pleasure Craft
216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28080,28080,224050350,Pleasure Craft
217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81300,81300,224050350,Pleasure Craft
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,38880,224050350,Pleasure Craft
220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26880,26880,224050350,Pleasure Craft
221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,19080,224050350,Pleasure Craft
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46440,46440,224050350,Pleasure Craft
223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19260,19260,224050350,Pleasure Craft
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540,224060250,Port Tender
226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8940,224060250,Port Tender
227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,224060250,Port Tender
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,224060250,Port Tender
229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020,224060250,Port Tender
230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,224060250,Port Tender
231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540,224060250,Port Tender
233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,224060250,Port Tender
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4740,224060250,Port Tender
235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160,224060250,Port Tender
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17220,224060250,Port Tender
238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,224060250,Port Tender
239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,224060250,Port Tender
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400,224060250,Port Tender
241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5340,224060250,Port Tender
242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,224060250,Port Tender
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9660,224060250,Port Tender
244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25740,224060250,Port Tender
245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10980,224060250,Port Tender
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8760,224060250,Port Tender
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,224060250,Port Tender
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800,224060250,Port Tender
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560,224060250,Port Tender
