"TRIP_ID","area_1","area_2","area_3","area_4","area_5","area_6","area_7","area_8","area_9","area_10","area_11","area_12","area_13","area_14","area_15"
10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69600,NA,72120
13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24120,NA,24120
14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58680,NA,58680
15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,NA,15120
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12600,NA,12600
18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47220,NA,48780
19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55740,NA,58080
20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173400,NA,176400
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,NA,16560
24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17640,NA,17640
26,NA,19080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73620,NA,194640
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148620
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80700
29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45360
30,NA,NA,49500,NA,NA,NA,NA,12840,NA,NA,NA,NA,NA,NA,124620
31,NA,NA,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880
32,NA,NA,73560,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,92820
33,NA,NA,26580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27720
35,NA,NA,58140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61260
36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27840
37,NA,NA,60120,23280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88980
38,NA,NA,105780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196560
39,NA,NA,27240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29100
40,NA,NA,27000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28680
41,NA,NA,25380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27240
42,NA,NA,123720,NA,NA,NA,NA,NA,NA,NA,NA,NA,632220,NA,760560
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817940,NA,1817940
44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18300,NA,18300
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77940,NA,77940
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,NA,20220
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6840,NA,9900
48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,2880
49,NA,NA,NA,NA,NA,NA,NA,NA,6660,NA,NA,NA,NA,NA,55140
50,NA,NA,20460,NA,NA,NA,NA,NA,NA,NA,33000,NA,NA,NA,74520
51,NA,NA,18120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20280
52,NA,NA,25680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27960
53,NA,NA,27660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124140
54,NA,NA,81480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83220
55,NA,NA,133440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138420
56,NA,NA,55620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58080
57,NA,NA,9240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260
58,NA,NA,38040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880
59,NA,NA,25140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27000
60,NA,NA,41820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106620
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80820
62,NA,63300,NA,NA,NA,NA,NA,35280,NA,NA,46140,9480,NA,NA,533280
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7800,NA,NA,15480
64,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,10380,NA,NA,37800
65,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,29340,NA,NA,67920
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,NA,NA,5940
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5640
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5580
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57900
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136800
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,NA,NA,14940
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,4740
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28920,NA,NA,41340
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840,NA,NA,7200
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51120,NA,NA,60720
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11520,NA,NA,13860
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,NA,NA,7680
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,14220
84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,NA,NA,8760
85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,4560
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73200,NA,NA,78300
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12360,NA,NA,15180
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52380,NA,NA,52380
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640,NA,NA,3900
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620,NA,NA,2940
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,NA,19200
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,NA,NA,18540
96,NA,NA,120,NA,NA,NA,NA,NA,NA,1500,NA,27780,NA,NA,45840
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26460,NA,NA,34500
99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3120,NA,NA,13140
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,6960
101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680
102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,4380
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980
104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,9000
105,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,3240,NA,NA,12780
106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,4440
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7980,NA,NA,9060
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41220,NA,NA,61440
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,16560
112,NA,NA,NA,118680,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,130020
113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120
116,NA,NA,NA,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800
117,NA,NA,NA,24240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26340
118,NA,NA,NA,20520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23520
119,NA,NA,NA,17460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20100
120,NA,NA,NA,19500,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,22440
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33180,NA,33360
122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31860,NA,31860
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31860,NA,31860
124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,NA,840
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5880
126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28500,NA,28500
127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30420,NA,30420
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820,NA,3000
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20700,NA,20880
130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33300,NA,33300
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28260,NA,29340
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30600,NA,30600
133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,NA,21600
134,NA,NA,NA,NA,NA,NA,540,NA,NA,NA,NA,NA,21240,NA,24480
135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22860,NA,22860
136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23220,NA,23220
138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38340,NA,38340
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43260,NA,44280
140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20160,NA,20160
141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20520,NA,20520
142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20340,NA,20340
143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3420
144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,480
146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21960,30240,52200
147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13680,13680
148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26640,26640
149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30240,30240
151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,38880
153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26220,26220
154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90360,90360
157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36360,36360
159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29520,29520
160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63720,63720
161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13500,13500
162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,18000
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47520,47520
164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33120,33120
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23040,23040
166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88500,88500
167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27660,27660
168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38820,38820
170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123120,123120
173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75600,75600
174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165540,165540
175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,14400
176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42840,42840
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92880,92880
179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28080,28080
180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81300,81300
181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,38880
183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26880,26880
184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,19080
185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46440,46440
186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19260,21780
187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8940
189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2820
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980
191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020
192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100
193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3540
195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4740
197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160
199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17220
200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160
201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760
202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2400
203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5340
204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9660
206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25740
208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10980
209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8760
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200
211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10800
212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560
213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6240
214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,7980
217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7200,2100,11820
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15540,NA,15540
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10020,NA,10020
221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56460,NA,56460
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82020,NA,82020
226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660
227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420
229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10380,NA,12060
230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,19440
231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080
232,120,NA,11340,NA,NA,NA,12480,NA,NA,NA,NA,NA,NA,NA,475380
233,360,37740,55620,117000,NA,NA,NA,NA,NA,NA,159300,NA,720,NA,1194960
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,1200
235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320
236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8400,NA,10620
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1560,NA,4440
238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1860,NA,2820
239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16440,NA,18000
240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191880,NA,191880
241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,NA,12960
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32400,NA,32400
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,NA,21600
248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13620,NA,13620
250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28080,NA,28080
251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55440,NA,55440
252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59400,NA,59400
253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,NA,16200
257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38880,NA,38880
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32040,NA,32040
259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260,NA,13260
268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,NA,12960
270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27720,NA,27720
271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31320,NA,31320
274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12240,NA,12240
275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23760,NA,23760
276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100620,NA,100620
277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114840,NA,114840
279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32340,NA,32340
280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73680,283440,357900
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346440,346440
282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817400,1817400
283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99960,99960
284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16020,16020
286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87240,96240
287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25560,25560
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1920
292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14400,18180
293,11340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,20040
294,37320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38760
295,46440,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47820
296,44880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46380
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46740
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040
299,30420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32100
300,NA,NA,18240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19980
301,NA,NA,54840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56700
302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5220
303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21360
304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31920
305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4680
