"TRIP_ID","area_1","area_2","area_3","area_4","area_5","area_6","area_7","area_8","area_9","area_10","area_11","area_12","area_13","area_14","area_15"
306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300
307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32220
308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5100
309,29460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31020
310,46740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48420
311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34380
312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5460
313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900
314,31860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33360
315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47640
316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48180
317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4740
318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3840
319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4380
320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660
321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320
322,11040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12480
323,38640,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40020
324,46980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48180
325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47640
326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47880
327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560
328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3480
329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4620
330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360
331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4560
332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360
333,37980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39420
334,20280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,480,25440
335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,2700
336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,4740
337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,2160
339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1500
340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,3420
341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360
342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,5940
344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,360,5580
346,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,960,780,704160
348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36720,36720
349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26040,26040
353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,9360
354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26640,26640
355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23400,23400
361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,8640
362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29520,29520
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35640,35640
367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,12960
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18000,18000
371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45720,45720
372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51360,51360
373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41040,41040
375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66240,66240
376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73560,75300
383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67680,67680
386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52920,52920
387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22080,22080
390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42720,42720
391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36720,36720
392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56160,56160
393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92280,97200
395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57900,57900
396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52860,52860
397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31200,31200
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28800,28800
399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95040,95040
400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26400,26400
403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13980,13980
405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10080,10080
406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,16560
407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52260,52260
410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,540,33540,35700
422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27180,27180
430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6300,10800
433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920,34920
446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18720,18720
451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77760,77760
452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16560,16560
453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87180,87180
454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58320,58320
455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23640,23640
456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62280,62280
462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12960,12960
463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48240,48240
465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9360,9360
466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11880,11880
467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14760,14760
468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8640,8640
469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19080,19080
470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50040,50040
473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,13320
474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13320,13320
475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,16200
477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160,11160
486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226020,226020
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251760,253080
488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82920,84600
489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,19800
490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18720,18720
492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335940,335940
493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157320,157320
494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21600,21600
495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122760,122760
496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480240,517800
497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117360,117360
498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61920,62520
499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,3840
501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317040,317040
502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54240,58080
503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41040,41040
504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101880,226380
505,NA,NA,2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,NA,134340
506,1920,NA,9960,2760,1740,180,NA,240,180,480,240,NA,4200,1620,440340
507,180,NA,600,NA,1020,240,NA,NA,NA,NA,NA,NA,840,NA,53700
508,180,NA,4380,1020,NA,180,NA,240,NA,NA,NA,NA,900,NA,187620
509,8880,720,21120,4680,1680,480,300,NA,360,540,NA,360,16260,300,1693800
510,720,NA,1440,NA,NA,NA,120,NA,NA,NA,NA,NA,1800,NA,103140
512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16860,16860
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5040,8400
514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780,6300
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3180,5160
516,NA,120,3360,180,NA,NA,NA,NA,NA,NA,NA,NA,1440,2820,171480
517,NA,120,4140,NA,240,NA,NA,NA,NA,NA,NA,NA,3600,180,219120
518,NA,NA,360,240,NA,NA,840,NA,NA,NA,120,NA,1800,NA,173520
519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90540
520,2340,240,16800,2940,6180,1440,NA,120,NA,780,NA,420,13080,NA,1613460
521,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284880
522,NA,NA,4920,600,1980,NA,120,NA,NA,NA,NA,NA,NA,NA,387540
523,360,1620,20640,3660,7500,1500,840,NA,NA,180,NA,NA,NA,NA,1813680
524,NA,NA,1260,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,633600,753180
525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490880,1492080
526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317640,323520
527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118740,439680
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277980
530,NA,NA,NA,NA,NA,NA,NA,NA,NA,135180,NA,NA,NA,NA,1032720
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5760
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15120,18360
533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16140,16140
534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90840,96960
535,5640,8820,14340,15120,NA,NA,90780,NA,34740,NA,142680,NA,NA,4200,524100
536,3360,56640,43380,40620,NA,NA,39600,NA,NA,67740,581940,NA,NA,NA,1241520
537,NA,NA,15900,NA,NA,NA,NA,NA,NA,NA,35100,NA,NA,NA,87840
538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815940
539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132840
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,767160
541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29880
542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204720
543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88560
544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133860
545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10260
546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467100
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119220
548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,2400
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3960,5160
550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,1260
557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2160
558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,NA,NA,3360
565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1740
566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,NA,NA,NA,3900
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220
570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,3960
571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220
572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,NA,NA,NA,3420
573,NA,NA,6060,NA,1500,NA,360,NA,NA,NA,2760,NA,120,NA,626340
574,120,120,13980,1380,6960,2820,NA,120,120,NA,NA,NA,NA,NA,1817640
575,NA,NA,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543960
576,NA,2340,8340,NA,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,701520
577,NA,NA,10260,NA,1740,NA,480,NA,NA,NA,NA,NA,NA,NA,725400
578,NA,NA,NA,NA,NA,NA,NA,NA,NA,2220,NA,NA,NA,NA,151500
579,NA,240,8580,5700,NA,2400,NA,NA,NA,NA,NA,NA,NA,NA,885180
580,NA,NA,600,19380,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,140580
581,540,NA,2520,26940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657960
582,NA,480,3540,1500,NA,1680,NA,NA,NA,240,NA,NA,NA,NA,1779600
583,NA,NA,540,NA,NA,NA,NA,19020,NA,NA,NA,NA,NA,NA,141000
584,NA,NA,300,12060,22680,NA,NA,22800,NA,NA,79320,NA,NA,NA,380340
585,NA,NA,25560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138960
586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5280
587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21300
588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32220
589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5160
590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22500
591,NA,NA,9060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11160
592,NA,NA,25920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27960
593,5280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020
594,33360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35040
595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36480
596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21240
597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34920
598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12420
599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22140
600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33660
601,NA,NA,17700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500
602,NA,NA,26580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28260
603,5520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7020
604,NA,NA,6600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8460
605,NA,NA,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13260
606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18540
607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34740
608,11220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12540
609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21960
610,32400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34020
611,NA,NA,20400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22200
612,NA,NA,25980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27900
613,5160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6540
614,32280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33720
615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34860
616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6180
617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22260
618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31920
619,NA,NA,18360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20280
620,NA,NA,5640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500
621,30960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32520
622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6060
623,31500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33060
624,NA,NA,19920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22140
625,NA,NA,63780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64740
627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34140
628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85980
629,NA,NA,NA,NA,NA,NA,NA,NA,62280,NA,NA,NA,NA,NA,467880
630,168900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230220
631,23100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24600
632,23880,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25560
633,23400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24960
634,21660,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23340
635,54360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55140
636,137100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138060
637,20580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22320
638,20940,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920
639,22980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24480
640,23400,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25260
641,195000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196560
642,20040,NA,1140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22860
643,24600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25980
644,21060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22680
645,21300,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22920
